,danceability,energy,key,loudness,mode,speechiness,acousticness,instrumentalness,liveness,valence,tempo,type,id,uri,track_href,analysis_url,duration_ms,time_signature,albumName,albumID
Take It___Dom Dolla,0.851,0.742,0,-6.126,1,0.0377,0.0259,0.256,0.111,0.236,123.033,audio_features,14fIlfcmFPlj4V2IazeJ25,spotify:track:14fIlfcmFPlj4V2IazeJ25,https://api.spotify.com/v1/tracks/14fIlfcmFPlj4V2IazeJ25,https://api.spotify.com/v1/audio-analysis/14fIlfcmFPlj4V2IazeJ25,234440,4,Take It,1nGXdJkk3tf1aTu2kuUlgY
Pop Dat___4B,0.63,0.851,1,-4.61,1,0.319,0.00441,0.0218,0.0939,0.573,150.054,audio_features,5mvXiroNv8swMbCaKOwuuN,spotify:track:5mvXiroNv8swMbCaKOwuuN,https://api.spotify.com/v1/tracks/5mvXiroNv8swMbCaKOwuuN,https://api.spotify.com/v1/audio-analysis/5mvXiroNv8swMbCaKOwuuN,224052,4,Pop Dat,0E7huAde9Bpo7SUbvixIND
chAngE(第266〜291話 OP)___Mami,0.446,0.96,11,-3.788,0,0.106,0.032,0,0.0506,0.626,164.763,audio_features,45FRkhrTb6GjAoJR2QkX3m,spotify:track:45FRkhrTb6GjAoJR2QkX3m,https://api.spotify.com/v1/tracks/45FRkhrTb6GjAoJR2QkX3m,https://api.spotify.com/v1/audio-analysis/45FRkhrTb6GjAoJR2QkX3m,249835,4,熱烈!アニソン魂 THE BEST カバー楽曲集 TVアニメシリーズ「BLEACH」 vol.6 [主題歌OP 編],0mwsEpMpvlA5kVnWNYa4Mi
Together___Martin Garrix,0.521,0.877,7,-5.444,1,0.0683,0.0132,0.0806,0.0929,0.199,180.007,audio_features,5id3Rqn7SPj1LX4FfY4nGz,spotify:track:5id3Rqn7SPj1LX4FfY4nGz,https://api.spotify.com/v1/tracks/5id3Rqn7SPj1LX4FfY4nGz,https://api.spotify.com/v1/audio-analysis/5id3Rqn7SPj1LX4FfY4nGz,205208,4,Together,4TM7wmWEakp4xk1ZffVkL8
Spectrum___Zedd,0.609,0.801,0,-4.417,0,0.034,0.0137,0.00349,0.127,0.407,129.99,audio_features,1dFkD1JfRMzwO6hwUsE8aS,spotify:track:1dFkD1JfRMzwO6hwUsE8aS,https://api.spotify.com/v1/tracks/1dFkD1JfRMzwO6hwUsE8aS,https://api.spotify.com/v1/audio-analysis/1dFkD1JfRMzwO6hwUsE8aS,243413,4,Clarity,7juWTdmjo0vYywWu8HiQxs
Rattle___Bingo Players,0.744,0.957,7,-4.8,1,0.0519,0.00152,0.884,0.352,0.529,127.991,audio_features,3uXzBSx2eMKRTEP46SZ2fC,spotify:track:3uXzBSx2eMKRTEP46SZ2fC,https://api.spotify.com/v1/tracks/3uXzBSx2eMKRTEP46SZ2fC,https://api.spotify.com/v1/audio-analysis/3uXzBSx2eMKRTEP46SZ2fC,287184,4,Rattle,6jHJiiVYGWSPI87BFFkpSe
Like No One Does___Jake Scott,0.8,0.41,10,-12.734,1,0.236,0.352,1.45e-06,0.107,0.442,104.941,audio_features,2HnfqILzgKt1CepTlU4oqq,spotify:track:2HnfqILzgKt1CepTlU4oqq,https://api.spotify.com/v1/tracks/2HnfqILzgKt1CepTlU4oqq,https://api.spotify.com/v1/audio-analysis/2HnfqILzgKt1CepTlU4oqq,158469,4,Like No One Does,7dXSckW6VGuZlmCiK14Go2
Middle___DJ Snake,0.583,0.695,9,-5.336,1,0.0423,0.0141,0,0.0527,0.224,104.879,audio_features,0g5EKLgdKvNlln7TNqBByK,spotify:track:0g5EKLgdKvNlln7TNqBByK,https://api.spotify.com/v1/tracks/0g5EKLgdKvNlln7TNqBByK,https://api.spotify.com/v1/audio-analysis/0g5EKLgdKvNlln7TNqBByK,220573,4,Encore,02sEJTj1sye1JaqxqpcSCp
Solitude___阿保 剛,0.442,0.261,1,-12.384,1,0.26,0.362,0.761,0.176,0.134,76.001,audio_features,2mPr40JPpxf2mYBRINpg9j,spotify:track:2mPr40JPpxf2mYBRINpg9j,https://api.spotify.com/v1/tracks/2mPr40JPpxf2mYBRINpg9j,https://api.spotify.com/v1/audio-analysis/2mPr40JPpxf2mYBRINpg9j,122859,4,Solitude,2N142cbPLmKTX8oTYy5x7i
Uragirimono No Requiem___Tsuko G.,0.372,0.811,4,-6.962,1,0.0729,0.0118,4.93e-06,0.19,0.739,167.841,audio_features,6jMgq2CDDCfp0Y2qhdzDWu,spotify:track:6jMgq2CDDCfp0Y2qhdzDWu,https://api.spotify.com/v1/tracks/6jMgq2CDDCfp0Y2qhdzDWu,https://api.spotify.com/v1/audio-analysis/6jMgq2CDDCfp0Y2qhdzDWu,195441,4,Uragirimono No Requiem,26gaHhXuPWqfTneBNHlDft
Ieva'S Polka___Korpiklaani,0.536,0.979,0,-4.301,1,0.036,3.6e-05,0.0416,0.243,0.966,129.998,audio_features,0nr9FPTkQaxBrJNYrVLvQ1,spotify:track:0nr9FPTkQaxBrJNYrVLvQ1,https://api.spotify.com/v1/tracks/0nr9FPTkQaxBrJNYrVLvQ1,https://api.spotify.com/v1/audio-analysis/0nr9FPTkQaxBrJNYrVLvQ1,188360,4,Manala,2EPgI5nyuD9wXGHUDiNP9j
Pattun Instrumental___Goose house,0.543,0.91,8,-7.267,1,0.0454,0.091,0.924,0.127,0.891,176.092,audio_features,1MHzh90p0kU8lrTOs0FVlg,spotify:track:1MHzh90p0kU8lrTOs0FVlg,https://api.spotify.com/v1/tracks/1MHzh90p0kU8lrTOs0FVlg,https://api.spotify.com/v1/audio-analysis/1MHzh90p0kU8lrTOs0FVlg,230009,4,Goose house Phrase#02 Sky,4iIEoHkSRzl5mKuQJhVVvV
Slow Grenade___Ellie Goulding,0.758,0.562,9,-6.302,1,0.0771,0.0996,0,0.0996,0.581,142.035,audio_features,5z8uLrYMcUVvzTV28twt44,spotify:track:5z8uLrYMcUVvzTV28twt44,https://api.spotify.com/v1/tracks/5z8uLrYMcUVvzTV28twt44,https://api.spotify.com/v1/audio-analysis/5z8uLrYMcUVvzTV28twt44,217493,4,Slow Grenade,15Zgvxqql6EPHE3NJlUt0R
Starships___Nicki Minaj,0.747,0.716,11,-2.457,0,0.075,0.135,0,0.251,0.751,125.008,audio_features,1oHNvJVbFkexQc0BpQp7Y4,spotify:track:1oHNvJVbFkexQc0BpQp7Y4,https://api.spotify.com/v1/tracks/1oHNvJVbFkexQc0BpQp7Y4,https://api.spotify.com/v1/audio-analysis/1oHNvJVbFkexQc0BpQp7Y4,210627,4,Pink Friday ... Roman Reloaded,6OfCOPtcPuhlAovGJ52uZO
Told Ya___WHIPPED CREAM,0.641,0.694,11,-4.349,1,0.239,0.075,0,0.296,0.37,170.156,audio_features,0O9azTQB2JhJJ0JtI6upoQ,spotify:track:0O9azTQB2JhJJ0JtI6upoQ,https://api.spotify.com/v1/tracks/0O9azTQB2JhJJ0JtI6upoQ,https://api.spotify.com/v1/audio-analysis/0O9azTQB2JhJJ0JtI6upoQ,103252,4,WHO IS WHIPPED CREAM?,0UbawIfwVpyhGTb1YA55dp
Silence - Illenium Remix___Marshmello,0.475,0.801,4,-3.071,1,0.0381,0.0483,0.00178,0.239,0.296,141.92,audio_features,5ip3FCi89E2eDtId6kcJmo,spotify:track:5ip3FCi89E2eDtId6kcJmo,https://api.spotify.com/v1/tracks/5ip3FCi89E2eDtId6kcJmo,https://api.spotify.com/v1/audio-analysis/5ip3FCi89E2eDtId6kcJmo,205120,4,Silence (Illenium Remix),2aNpTl2MMLY0qZoo9iRRHE
Shinzo wo Sasageyo!___Linked Horizon,0.44,0.983,0,-4.36,1,0.0868,0.22,0,0.26,0.203,159.968,audio_features,5uraJqtCBvLpwt3VeomZdq,spotify:track:5uraJqtCBvLpwt3VeomZdq,https://api.spotify.com/v1/tracks/5uraJqtCBvLpwt3VeomZdq,https://api.spotify.com/v1/audio-analysis/5uraJqtCBvLpwt3VeomZdq,341413,4,Shingeki no Kiseki,24pr7CLiiJk8rUsXcocSA4
Rich Love (with Seeb)___OneRepublic,0.401,0.872,1,-3.641,0,0.314,0.167,0,0.362,0.472,104.592,audio_features,7dOeiXeTSfA1ixaYmQcWu7,spotify:track:7dOeiXeTSfA1ixaYmQcWu7,https://api.spotify.com/v1/tracks/7dOeiXeTSfA1ixaYmQcWu7,https://api.spotify.com/v1/audio-analysis/7dOeiXeTSfA1ixaYmQcWu7,201257,4,Rich Love,0fLgNovzjpxE13hCIWa0sL
Rock The House - SAG & Chasner Remix___Afrojack,0.505,0.941,1,-3.015,0,0.033,6.09e-05,0.854,0.258,0.0919,128.027,audio_features,6MjHu1jz1uQFjLb2casEmo,spotify:track:6MjHu1jz1uQFjLb2casEmo,https://api.spotify.com/v1/tracks/6MjHu1jz1uQFjLb2casEmo,https://api.spotify.com/v1/audio-analysis/6MjHu1jz1uQFjLb2casEmo,172031,4,Rock The House (Sag & Chasner Remix),7vD6rhHBXe22xGeBrZsTDD
"Watashi no Uso (From ""Shigatsu wa Kimi no Uso"")___Michael Tai",0.636,0.0704,0,-21.737,1,0.108,0.98,0.895,0.098,0.249,94.864,audio_features,3sVVNndBMmH64maV13PCp0,spotify:track:3sVVNndBMmH64maV13PCp0,https://api.spotify.com/v1/tracks/3sVVNndBMmH64maV13PCp0,https://api.spotify.com/v1/audio-analysis/3sVVNndBMmH64maV13PCp0,182044,3,"Anime Music Collection Piano Solo, Vol.3",5HiqsULCRN8wpcAw5UsufI
Don't Let Me Down (feat. Daya) - Illenium Remix___The Chainsmokers,0.428,0.656,11,-3.712,1,0.075,0.0751,0.181,0.15,0.355,79.648,audio_features,15BlympuVSfZFROojEMY2M,spotify:track:15BlympuVSfZFROojEMY2M,https://api.spotify.com/v1/tracks/15BlympuVSfZFROojEMY2M,https://api.spotify.com/v1/audio-analysis/15BlympuVSfZFROojEMY2M,218933,4,Don't Let Me Down (Remixes) (feat. Daya),5yhNY3zM1Vx1oaL3GYTWIZ
Feeling Good___Michael Bublé,0.535,0.548,1,-6.51,1,0.037,0.533,1.48e-06,0.123,0.477,115.144,audio_features,3I09LQbHS3NSU46Ly3tPpR,spotify:track:3I09LQbHS3NSU46Ly3tPpR,https://api.spotify.com/v1/tracks/3I09LQbHS3NSU46Ly3tPpR,https://api.spotify.com/v1/audio-analysis/3I09LQbHS3NSU46Ly3tPpR,237333,3,It's Time,2koUTBXkwUt2uJYv0uezHx
Dango Daikazoku___Cat Trumpet,0.633,0.162,8,-17.247,1,0.0522,0.957,0.744,0.092,0.667,100.026,audio_features,2pbHjZmm8aZXUuEayeHCXd,spotify:track:2pbHjZmm8aZXUuEayeHCXd,https://api.spotify.com/v1/tracks/2pbHjZmm8aZXUuEayeHCXd,https://api.spotify.com/v1/audio-analysis/2pbHjZmm8aZXUuEayeHCXd,180788,4,Clannad (Piano Collection),2EerkS3R3cgV3oDsnUdeAx
Greedy___Sunset Rollercoaster,0.71,0.522,7,-10.445,0,0.0273,0.825,0.702,0.123,0.639,142.007,audio_features,7ChYwigF57mvQOGaICFDvF,spotify:track:7ChYwigF57mvQOGaICFDvF,https://api.spotify.com/v1/tracks/7ChYwigF57mvQOGaICFDvF,https://api.spotify.com/v1/audio-analysis/7ChYwigF57mvQOGaICFDvF,258600,4,Cassa Nova,7qDgQiJVHJwOiFtYCBYIxn
All might with U.A. Students___Yuki Hayashi,0.396,0.719,8,-8.351,1,0.0411,0.0756,0.836,0.0831,0.422,149.989,audio_features,59h3i22MBicerNR1llNXqv,spotify:track:59h3i22MBicerNR1llNXqv,https://api.spotify.com/v1/tracks/59h3i22MBicerNR1llNXqv,https://api.spotify.com/v1/audio-analysis/59h3i22MBicerNR1llNXqv,149320,3,『僕のヒーローアカデミア』2018 オリジナルサウンドトラック,09rMYCfyxxknNP9NmrqmNw
Turn It Around___DubVision,0.529,0.787,11,-7.192,0,0.0351,0.031,0.189,0.613,0.326,127.057,audio_features,4gWwbCXL5sO9OMMmcWLSIv,spotify:track:4gWwbCXL5sO9OMMmcWLSIv,https://api.spotify.com/v1/tracks/4gWwbCXL5sO9OMMmcWLSIv,https://api.spotify.com/v1/audio-analysis/4gWwbCXL5sO9OMMmcWLSIv,190866,4,Turn It Around (Radio Edit),7yW0rtdUuTPWtlBA3RQRmM
Jumbo___A-Trak,0.0641,0.00469,11,-38.223,0,0.0477,0.859,0.911,0.075,0.0377,58.781,audio_features,2rr6aZtKKvbrHbT6x9MVVu,spotify:track:2rr6aZtKKvbrHbT6x9MVVu,https://api.spotify.com/v1/tracks/2rr6aZtKKvbrHbT6x9MVVu,https://api.spotify.com/v1/audio-analysis/2rr6aZtKKvbrHbT6x9MVVu,260690,4,With Eyes Shut,6ig8117PyXrbEIT1bxYNrM
Happier___Ed Sheeran,0.522,0.385,0,-7.355,1,0.0288,0.536,0,0.135,0.236,89.792,audio_features,2RttW7RAu5nOAfq6YFvApB,spotify:track:2RttW7RAu5nOAfq6YFvApB,https://api.spotify.com/v1/tracks/2RttW7RAu5nOAfq6YFvApB,https://api.spotify.com/v1/audio-analysis/2RttW7RAu5nOAfq6YFvApB,207520,4,÷ (Deluxe),3T4tUhGYeRNVUGevb0wThu
We Can't Stop___Miley Cyrus,0.613,0.622,1,-5.794,0,0.0334,0.00882,0,0.37,0.484,80.003,audio_features,2y4lAQpi5VTNLu2ldeTdUH,spotify:track:2y4lAQpi5VTNLu2ldeTdUH,https://api.spotify.com/v1/tracks/2y4lAQpi5VTNLu2ldeTdUH,https://api.spotify.com/v1/audio-analysis/2y4lAQpi5VTNLu2ldeTdUH,231240,4,Bangerz (Deluxe Version),3RDqXDc1bAETps54MSSOW0
sprinter〜with strings ver.〜 - With Strings Version___Kalafina,0.26,0.416,0,-7.126,0,0.0357,0.875,0,0.14,0.24,154.679,audio_features,2OI4AQttmvpi5tUmMAlpNk,spotify:track:2OI4AQttmvpi5tUmMAlpNk,https://api.spotify.com/v1/tracks/2OI4AQttmvpi5tUmMAlpNk,https://api.spotify.com/v1/audio-analysis/2OI4AQttmvpi5tUmMAlpNk,354467,4,Winter Acoustic: Kalafina with Strings,46FECpQXM0f2wWBIHDamI5
(They Long To Be) Close To You___Carpenters,0.533,0.245,8,-14.652,1,0.0326,0.707,4.21e-05,0.122,0.236,89.328,audio_features,50q2aUjWoTn6CJIfSPRJQA,spotify:track:50q2aUjWoTn6CJIfSPRJQA,https://api.spotify.com/v1/tracks/50q2aUjWoTn6CJIfSPRJQA,https://api.spotify.com/v1/audio-analysis/50q2aUjWoTn6CJIfSPRJQA,276000,4,Close To You,1CsuCA05y9r7ftG9bGGtWV
Deal with the devil___Tia,0.492,0.939,2,-1.596,1,0.158,0.0232,0.000196,0.304,0.693,141.942,audio_features,2qEIVphvwMEkE35CXxdWAT,spotify:track:2qEIVphvwMEkE35CXxdWAT,https://api.spotify.com/v1/tracks/2qEIVphvwMEkE35CXxdWAT,https://api.spotify.com/v1/audio-analysis/2qEIVphvwMEkE35CXxdWAT,282547,4,Deal with the devil,2fpvQHmD9yeIx00NXRQNiQ
See The End___Above & Beyond,0.497,0.656,7,-6.716,1,0.0374,0.0141,0,0.0577,0.0884,127.975,audio_features,1dDDVfAfms7M6VLLKmubaJ,spotify:track:1dDDVfAfms7M6VLLKmubaJ,https://api.spotify.com/v1/tracks/1dDDVfAfms7M6VLLKmubaJ,https://api.spotify.com/v1/audio-analysis/1dDDVfAfms7M6VLLKmubaJ,185747,4,See The End,1pWFIuIovMzZ7OzvHKsT3W
Turn Down for What___DJ Snake,0.818,0.799,1,-4.1,0,0.156,0.00107,0.128,0.057,0.0815,100.014,audio_features,67awxiNHNyjMXhVgsHuIrs,spotify:track:67awxiNHNyjMXhVgsHuIrs,https://api.spotify.com/v1/tracks/67awxiNHNyjMXhVgsHuIrs,https://api.spotify.com/v1/audio-analysis/67awxiNHNyjMXhVgsHuIrs,213733,4,Turn Down for What,3zo0Hxh9rjJsdw2JAKReE3
I Remember___Kaskade,0.672,0.592,11,-7.189,0,0.0311,0.158,0.00346,0.113,0.489,127.974,audio_features,62h4GYm6aTqS0dsfJtKYIX,spotify:track:62h4GYm6aTqS0dsfJtKYIX,https://api.spotify.com/v1/tracks/62h4GYm6aTqS0dsfJtKYIX,https://api.spotify.com/v1/audio-analysis/62h4GYm6aTqS0dsfJtKYIX,283040,4,Strobelite Seduction,2SZJP9Nd73rvadObrh7mdc
Get There___Paris Blohm,0.54,0.679,9,-5.216,0,0.0313,0.000327,1.05e-05,0.107,0.158,128.004,audio_features,5McVr0fMWiEfncJgdEDH9q,spotify:track:5McVr0fMWiEfncJgdEDH9q,https://api.spotify.com/v1/tracks/5McVr0fMWiEfncJgdEDH9q,https://api.spotify.com/v1/audio-analysis/5McVr0fMWiEfncJgdEDH9q,213950,4,Get There,0mzM3if1GZReIJ3Wzrkt6m
smiling when i die___Sasha Sloan,0.753,0.41,0,-10.636,0,0.132,0.816,0.00217,0.104,0.231,93.001,audio_features,7yCyhsU75MYdbeqRLhLY51,spotify:track:7yCyhsU75MYdbeqRLhLY51,https://api.spotify.com/v1/tracks/7yCyhsU75MYdbeqRLhLY51,https://api.spotify.com/v1/audio-analysis/7yCyhsU75MYdbeqRLhLY51,206437,4,smiling when i die,5bHqzyMbrdJTLui0HQdRG0
Shades Of Grey - Radio Mix___Oliver Heldens,0.796,0.792,9,-5.773,0,0.116,0.0289,0.000304,0.124,0.514,119.969,audio_features,1mnJ5S9exO5yzkA1eiSq1v,spotify:track:1mnJ5S9exO5yzkA1eiSq1v,https://api.spotify.com/v1/tracks/1mnJ5S9exO5yzkA1eiSq1v,https://api.spotify.com/v1/audio-analysis/1mnJ5S9exO5yzkA1eiSq1v,183480,4,Shades Of Grey (Radio Mix),1NDchcAdIUubJ6BZtR5rIp
Our Story - Radio Edit___Mako,0.518,0.689,8,-3.526,1,0.0356,0.173,0,0.149,0.412,128.067,audio_features,1PQ8ywTy9V2iVZWJ7Gyxxb,spotify:track:1PQ8ywTy9V2iVZWJ7Gyxxb,https://api.spotify.com/v1/tracks/1PQ8ywTy9V2iVZWJ7Gyxxb,https://api.spotify.com/v1/audio-analysis/1PQ8ywTy9V2iVZWJ7Gyxxb,208125,4,Our Story (Radio Edit),029ssmMtsvGoCSX2xS2oKj
Harleys In Hawaii___Katy Perry,0.722,0.757,10,-6.207,0,0.132,0.185,6.32e-06,0.126,0.721,140.094,audio_features,5nCthAh3jt4xKuLJAifAaR,spotify:track:5nCthAh3jt4xKuLJAifAaR,https://api.spotify.com/v1/tracks/5nCthAh3jt4xKuLJAifAaR,https://api.spotify.com/v1/audio-analysis/5nCthAh3jt4xKuLJAifAaR,185815,4,Harleys In Hawaii,30UjBkRwwBeCdspCGPBB8V
Move Back___SLANDER,0.561,0.934,4,-3.277,0,0.131,0.043,0.381,0.21,0.313,150.052,audio_features,6sGleW87thKd9ktkanYp54,spotify:track:6sGleW87thKd9ktkanYp54,https://api.spotify.com/v1/tracks/6sGleW87thKd9ktkanYp54,https://api.spotify.com/v1/audio-analysis/6sGleW87thKd9ktkanYp54,255000,4,Move Back,4AExImjvtepZPtVMnVucxP
Mama (feat. Ellie Goulding) - Tiësto’s Big Room Remix___Clean Bandit,0.684,0.95,1,-2.588,0,0.0809,0.0207,1.25e-06,0.105,0.436,125.974,audio_features,3Mong1BzxMKwTZ0SbfLdcQ,spotify:track:3Mong1BzxMKwTZ0SbfLdcQ,https://api.spotify.com/v1/tracks/3Mong1BzxMKwTZ0SbfLdcQ,https://api.spotify.com/v1/audio-analysis/3Mong1BzxMKwTZ0SbfLdcQ,156168,4,Mama (feat. Ellie Goulding) [Tiësto’s Big Room Remix],4CdWEwelJIofGEEjSc62N9
Greyhound___Swedish House Mafia,0.723,0.806,0,-4.989,1,0.0521,0.00666,0.876,0.276,0.539,124.976,audio_features,0VffaI2jwQknRrxpECYHsF,spotify:track:0VffaI2jwQknRrxpECYHsF,https://api.spotify.com/v1/tracks/0VffaI2jwQknRrxpECYHsF,https://api.spotify.com/v1/audio-analysis/0VffaI2jwQknRrxpECYHsF,410097,4,Until Now,4ljisoNarj0BpQSMIEv88L
Tung!___Deniz Koyu,0.7,0.954,7,-4.321,1,0.0923,0.00291,0.893,0.888,0.905,127.99,audio_features,27htwwgxQwIXtQsFhZzvJZ,spotify:track:27htwwgxQwIXtQsFhZzvJZ,https://api.spotify.com/v1/tracks/27htwwgxQwIXtQsFhZzvJZ,https://api.spotify.com/v1/audio-analysis/27htwwgxQwIXtQsFhZzvJZ,171397,4,Tung!,0UVEksTJo4oCqTcEdgcTIq
Strings ID___ARTY,0.525,0.859,7,-4.672,0,0.0373,0.0168,0.0184,0.149,0.33,128.054,audio_features,6Ylb77UmjgWuGMVaapocpz,spotify:track:6Ylb77UmjgWuGMVaapocpz,https://api.spotify.com/v1/tracks/6Ylb77UmjgWuGMVaapocpz,https://api.spotify.com/v1/audio-analysis/6Ylb77UmjgWuGMVaapocpz,205781,4,From Russia With Love Vol. 1,2fQbzEd7jwbaR7hifmcQDZ
We Out___SLANDER,0.449,0.937,11,-3.676,0,0.176,0.000357,0.634,0.345,0.355,149.927,audio_features,5fwcHLWflficgNPBUmTBhk,spotify:track:5fwcHLWflficgNPBUmTBhk,https://api.spotify.com/v1/tracks/5fwcHLWflficgNPBUmTBhk,https://api.spotify.com/v1/audio-analysis/5fwcHLWflficgNPBUmTBhk,159150,4,We Out,7BTk4Wx2HQcDqEbcajAxhX
All You Need To Know (feat. Calle Lehmann)___Gryffin,0.513,0.788,0,-4.629,1,0.0364,0.00968,0,0.11,0.234,139.987,audio_features,4Gcv5SsxnQWpmOnUI19EJk,spotify:track:4Gcv5SsxnQWpmOnUI19EJk,https://api.spotify.com/v1/tracks/4Gcv5SsxnQWpmOnUI19EJk,https://api.spotify.com/v1/audio-analysis/4Gcv5SsxnQWpmOnUI19EJk,238459,4,All You Need To Know (feat. Calle Lehmann),0xLM3GiU0ZSstvhmeV0hmf
Same Page___Vincent,0.541,0.539,1,-7.641,1,0.182,0.585,0,0.114,0.51,159.912,audio_features,0wWHXJNxV9kZyU214SJB0O,spotify:track:0wWHXJNxV9kZyU214SJB0O,https://api.spotify.com/v1/tracks/0wWHXJNxV9kZyU214SJB0O,https://api.spotify.com/v1/audio-analysis/0wWHXJNxV9kZyU214SJB0O,182625,4,Same Page,5f3IRwVvs3cqAX89VMU5gu
I Want You - Radio Edit___Elephante,0.262,0.881,2,-4.802,1,0.132,0.000705,0.000938,0.724,0.468,127.947,audio_features,3WY9A8QQkavF4UjCHQ2gIo,spotify:track:3WY9A8QQkavF4UjCHQ2gIo,https://api.spotify.com/v1/tracks/3WY9A8QQkavF4UjCHQ2gIo,https://api.spotify.com/v1/audio-analysis/3WY9A8QQkavF4UjCHQ2gIo,198867,4,I Want You,4TsCGocezmQfwklLGfh8xR
B-Messenger -piano-___阿保 剛,0.386,0.0809,4,-25.357,0,0.0619,0.992,0.911,0.125,0.0696,79.993,audio_features,6uGnZg9doug9iOiFLYLUVk,spotify:track:6uGnZg9doug9iOiFLYLUVk,https://api.spotify.com/v1/tracks/6uGnZg9doug9iOiFLYLUVk,https://api.spotify.com/v1/audio-analysis/6uGnZg9doug9iOiFLYLUVk,367440,4,TVアニメ『シュタインズ・ゲート ゼロ』オリジナル・サウンドトラック,39C4T9TCMg6yjleEADxDq4
Pillow Fight___Galantis,0.515,0.857,4,-3.783,1,0.0787,0.14,0,0.0724,0.304,128.052,audio_features,7dpVgrdC2trdefUVOtYRrf,spotify:track:7dpVgrdC2trdefUVOtYRrf,https://api.spotify.com/v1/tracks/7dpVgrdC2trdefUVOtYRrf,https://api.spotify.com/v1/audio-analysis/7dpVgrdC2trdefUVOtYRrf,197007,4,Pillow Fight,2Snt46J7ef8yy6moBmYj2I
Let's Get Ill___DJ Snake,0.704,0.989,8,-5.079,1,0.073,0.009,0.0443,0.0814,0.123,127.992,audio_features,3J5AcWRzmgbq4svZt91l3e,spotify:track:3J5AcWRzmgbq4svZt91l3e,https://api.spotify.com/v1/tracks/3J5AcWRzmgbq4svZt91l3e,https://api.spotify.com/v1/audio-analysis/3J5AcWRzmgbq4svZt91l3e,256875,4,Let's Get Ill,2jSTVpJhMgcgMAIydKSQBG
TTU (Too Turnt Up)___Flosstradamus,0.579,0.79,11,-4.683,0,0.0468,0.00399,0.135,0.101,0.233,144.998,audio_features,26RjNveVhgBYQGBybCz0bu,spotify:track:26RjNveVhgBYQGBybCz0bu,https://api.spotify.com/v1/tracks/26RjNveVhgBYQGBybCz0bu,https://api.spotify.com/v1/audio-analysis/26RjNveVhgBYQGBybCz0bu,241702,4,HDYNATION RADIO,1p5TVvKrZI35bM00G80cDc
Dead___SLANDER,0.505,0.267,9,-13.763,0,0.05,0.279,0,0.096,0.439,143.929,audio_features,5VlTQnZO89Ioku8ssdbqJk,spotify:track:5VlTQnZO89Ioku8ssdbqJk,https://api.spotify.com/v1/tracks/5VlTQnZO89Ioku8ssdbqJk,https://api.spotify.com/v1/audio-analysis/5VlTQnZO89Ioku8ssdbqJk,247080,4,Dead Man Walking,7JN4bDXgC4mDcuhghlFBHc
Sun & Moon___Above & Beyond,0.682,0.524,6,-8.061,0,0.0918,0.0228,0.0138,0.11,0.194,133.998,audio_features,4rfhAoZjGwraqwX1w47uij,spotify:track:4rfhAoZjGwraqwX1w47uij,https://api.spotify.com/v1/tracks/4rfhAoZjGwraqwX1w47uij,https://api.spotify.com/v1/audio-analysis/4rfhAoZjGwraqwX1w47uij,326267,4,Group Therapy,2I6sty06i8pXtu175kAfHa
Something About You (with Rudimental) - Chill Mix___Elderbrook,0.8,0.516,6,-8.076,0,0.127,0.365,0.00206,0.134,0.443,106.122,audio_features,6sgqf4wXFWSAmjL1TEXNvZ,spotify:track:6sgqf4wXFWSAmjL1TEXNvZ,https://api.spotify.com/v1/tracks/6sgqf4wXFWSAmjL1TEXNvZ,https://api.spotify.com/v1/audio-analysis/6sgqf4wXFWSAmjL1TEXNvZ,166534,4,Something About You (with Rudimental) [Alternate Versions],4T4QEtrQvAUYtvpX20DO3z
Hold On (feat. Michel Zitron) - Julian Jordan Remix___Martin Garrix,0.723,0.71,2,-5.749,0,0.0533,0.0211,0.00115,0.238,0.201,127.965,audio_features,1VLzca7LUFQxYAgEVlGeUa,spotify:track:1VLzca7LUFQxYAgEVlGeUa,https://api.spotify.com/v1/tracks/1VLzca7LUFQxYAgEVlGeUa,https://api.spotify.com/v1/audio-analysis/1VLzca7LUFQxYAgEVlGeUa,279979,4,2019 Remixed,3z4efVJv1e3GmoR7PybqHR
My Mind___GARRY B,0.83,0.682,2,-7.16,1,0.134,0.676,0.000367,0.123,0.762,97.849,audio_features,4zohK59ouRruiqESaTcOZW,spotify:track:4zohK59ouRruiqESaTcOZW,https://api.spotify.com/v1/tracks/4zohK59ouRruiqESaTcOZW,https://api.spotify.com/v1/audio-analysis/4zohK59ouRruiqESaTcOZW,239840,4,All The Light Above It Too,1a15dDOiwz5ebSxk1ZeFB5
"No New Friends (feat. Sia, Diplo, and Labrinth)___Sia",0.725,0.703,7,-4.641,1,0.0466,0.0632,0.000251,0.14,0.638,106.032,audio_features,6Dma0t0hOe6Bd6u5YRKF3n,spotify:track:6Dma0t0hOe6Bd6u5YRKF3n,https://api.spotify.com/v1/tracks/6Dma0t0hOe6Bd6u5YRKF3n,https://api.spotify.com/v1/audio-analysis/6Dma0t0hOe6Bd6u5YRKF3n,175827,4,"LABRINTH, SIA & DIPLO PRESENT... LSD",0ujHQ5WCLuKJQXOqXpGtpf
